BusStopCode,RoadName,Description,Latitude,Longitude,BusServicesList,NumBusServices
11191,C'wealth Ave West,The Star Vista,1.30801640815091,103.7883731546267,"['185', '106', '105', '14', '147']",5
11199,C'wealth Ave West,Blk 15,1.30837970735444,103.78843145303216,"['185', '106', '105', '14', '147']",5
11201,Holland Rd,CSC Dempsey Clubhse,1.30692642897557,103.81186453577432,"['7', '77', '174', '106', '105', '123', '75']",7
11209,Holland Rd,Opp Peirce Rd,1.30817280849852,103.81038349817638,"['7', '77', '174', '106', '105', '123', '75', '7B']",8
1121,Victoria St,Stamford Pr Sch,1.30393809691048,103.85867999243207,"['7', '145', '51', '133', '32', '33', '197', '130', '63', '12', '175', '61', '2', '80']",14
11211,Holland Rd,Aft Peirce Rd,1.30838779885113,103.80939522851014,"['7', '77', '174', '106', '105', '123', '75']",7
11219,Holland Rd,Great Eastern Mansions,1.30988506093033,103.80716407830104,"['7', '77', '174', '106', '105', '123', '75', '7B']",8
11221,Holland Rd,Lien Twrs,1.310019,103.805506,"['7', '77', '174', '106', '105', '123', '75']",7
11229,Holland Rd,Sommerville Pk,1.31060065879064,103.80522542227166,"['7', '77', '174', '106', '105', '123', '75', '7B']",8
11231,Holland Rd,Aft Hyll on Holland,1.31115316310297,103.80119919777994,"['7', '77', '106', '165', '48', '75']",6
11239,Holland Rd,Fairlodge,1.31152857401616,103.80165517330278,"['7', '77', '106', '165', '48', '75', '7B']",7
11259,Holland Dr,Opp Blk 21,1.31119887945564,103.79274002213415,['95'],1
11261,Holland Rd,Holland Village,1.31223168432152,103.79444621838488,"['7', '77', '970', '165', '95', '75', '61']",7
11269,Holland Rd,Opp Holland Village,1.31256112590195,103.79453796697418,"['7', '77', '970', '165', '75', '61', '7B']",7
11271,Holland Rd,Aft East Sussex Lane,1.31473444398294,103.79008416699844,"['7', '77', '970', '165', '75', '61']",6
11279,Holland Rd,Aft Coronation Rd West,1.31466878886978,103.79069259768109,"['7', '77', '970', '165', '75', '61', '7B']",7
11281,Holland Rd,Aft Tan Boon Chong Ave,1.31622694399746,103.78852194399074,"['7', '165', '75', '61']",4
11289,Holland Rd,Opp Tan Boon Chong Ave,1.31618891387774,103.78904342517946,"['7', '77', '970', '165', '75', '61', '7B']",7
1129,Victoria St,Opp Stamford Pr Sch,1.30350269187301,103.85864530718491,"['133', '2', '12', '33']",4
11291,Holland Rd,Cold Storage Jelita,1.31792777802094,103.78592333300938,"['7', '165', '75', '156', '61']",5
11299,Holland Rd,Opp Cold Storage Jelita,1.31826975603165,103.78558843680226,"['7', '165', '75', '156', '61', '7B']",6
11301,Sixth Ave,Hse No. 578,1.31803972093441,103.78790067716272,"['77', '970', '156']",3
11309,Sixth Ave,Hse No. 589,1.31862443850443,103.78842993526158,"['77', '970', '156']",3
11311,Sixth Ave,Hse No. 532,1.31989638898836,103.78918694402276,"['77', '970', '156']",3
11319,Sixth Ave,Opp Hse No. 516,1.3203063798654,103.78959970624804,"['77', '970', '156']",3
11321,Sixth Ave,Opp Regent Villa,1.32123138902898,103.79010361098511,"['77', '970', '156']",3
11329,Sixth Ave,Regent Villa,1.32236139685053,103.7909809400838,"['77', '970', '156']",3
11331,Sixth Ave,Opp Dynasty Gdn II,1.32320918827361,103.7914466857562,"['77', '970', '156']",3
11339,Sixth Ave,Dynasty Lodge,1.32398638897489,103.79204722198944,"['77', '970', '156']",3
11341,Sixth Ave,Garlick Ville,1.32551506183496,103.7928279089426,"['77', '970', '156']",3
11349,Sixth Ave,Opp Garlick Ville,1.325628,103.79304,"['77', '970', '156']",3
11351,Ghim Moh Rd,Blk 13,1.30934571218561,103.78945112775229,"['100', '92', '111']",3
11359,Ghim Moh Rd,Opp Blk 13,1.30931022636473,103.78968608347115,"['100', '92', '111']",3
11361,Nth Buona Vista Rd,Buona Vista Stn Exit C,1.30649698638726,103.79058123542396,"['74', '95B', '14', '95', '191', '200', '198', '92', '196', '91']",10
11369,Nth Buona Vista Rd,Buona Vista Stn Exit D,1.3063259638605,103.79084827741468,"['74', '200A', '14', '95', '191', '200', '198', '92', '196', '92A', '91']",11
11379,Nth Buona Vista Rd,Buona Vista Ter,1.30917002463976,103.79236323128612,"['145', '185', '74', '200A', '32', '191', '200', '48', '91']",9
11381,Holland Dr,Blk 10A,1.30841137865065,103.79328294102336,"['185', '74', '200A', '95', '48', '200', '191', '91']",8
