,ServiceNo,Operator,Direction,BusStopCode,RoadName,Description,Latitude,Longitude
22924,93,SBST,2,66079,Braddell Rd,PUB Recreation Club,1.34326097186022,103.86743994816176
22925,93,SBST,2,52069,Braddell Rd,Comfortdelgro Corp Ltd,1.34314389988912,103.85856611406128
22926,93,SBST,2,52059,Braddell Rd,Blk 219,1.34309745890513,103.85622585798508
22927,93,SBST,2,52039,Braddell Rd,Aft Muhajirin Mque,1.34333817728421,103.85130310024304
22928,93,SBST,2,52029,Braddell Rd,Blk 1004,1.34359918269745,103.84736537931644
22929,93,SBST,2,52019,Braddell Rd,Raffles Girls' Sch,1.34403333300249,103.84368166701324
22930,93,SBST,2,66069,Braddell Rd,Bef Braddell Flyover,1.34350264971893,103.86263251306754
22931,93,SBST,2,62081,Bartley Rd,Opp Bartley Chr Ch,1.34384211984571,103.87773872280378
22932,93,SBST,2,62061,Bartley Rd,Aft Upp Paya Lebar Rd,1.34173536917551,103.881781583035
22933,93,SBST,2,70301,Upp Paya Lebar Rd,Aft Paya Lebar St,1.33965760027057,103.88575915318089
22934,93,SBST,2,70291,Upp Paya Lebar Rd,Asiawide Ind Bldg,1.33743499996855,103.88713611112668
22935,93,SBST,2,70281,Upp Paya Lebar Rd,Aft Tai Seng Stn,1.33530627797371,103.8879999999696
22936,93,SBST,2,71179,Airport Rd,Aft Scdf Hq,1.3346773011372,103.89238294056769
22937,93,SBST,2,71029,Airport Rd,Comfort Test Ctr,1.33654331402892,103.89504292943955
22938,93,SBST,2,71079,Eunos Link,Comfort Driving Ctr,1.33554558497215,103.8982531208296
22939,93,SBST,2,71089,Eunos Link,Opp Eunos Technolink,1.33291479894363,103.90097214917816
22940,93,SBST,2,71099,Eunos Link,Blk 311,1.33022638900189,103.9038336109893
22941,93,SBST,2,72011,Jln Eunos,Blk 322,1.32816499999482,103.90548361097667
22942,93,SBST,2,83111,Jln Eunos,Blk 17,1.32346854012914,103.90527311322876
22943,93,SBST,2,51139,Braddell Rd,Braddell View,1.34436688449065,103.84032264966956
22944,93,SBST,2,62071,Bartley Rd,BARTLEY STN EXIT A,1.34252980960729,103.88002892732668
22945,93,SBST,2,51079,Thomson Rd,Opp MacRitchie Resvr,1.34178289872759,103.83615392311768
22946,93,SBST,2,11069,Queensway,Queensway Sec Sch,1.30236853162324,103.80161762237655
22947,93,SBST,2,41169,Lornie Highway,Bef Kheam Hock Rd,1.33507722199373,103.82011297432192
22948,93,SBST,2,82061,Sims Ave,Eunos Stn/ Int,1.31876162629115,103.9022689641617
22949,93,SBST,2,14139,Telok Blangah Rd,Bef Seah Im Rd,1.2686352773503,103.81546952380808
22950,93,SBST,2,14159,Telok Blangah Rd,Bef Chr Community Chapel,1.26994046445496,103.81315419081788
22951,93,SBST,2,14169,Telok Blangah Rd,Opp Telok Blangah Stn,1.27118550385957,103.80941810434496
22952,93,SBST,2,14179,Telok Blangah Rd,Yeo's Bldg,1.27188454577735,103.80630000533796
22953,93,SBST,2,14189,Telok Blangah Rd,Aft Alexandra Rd,1.27269303340787,103.80398363214624
22954,93,SBST,2,15049,Alexandra Rd,Opp Alexandra Retail Ctr,1.274590541032,103.80216344738956
22955,93,SBST,2,15059,Alexandra Rd,Opp Alexandra Pt,1.27686194443878,103.80270111113056
22956,93,SBST,2,18019,Alexandra Rd,Bef Telok Blangah Hill Pk,1.28091055556275,103.80252305556164
22957,93,SBST,2,11519,Alexandra Rd,Opp Queensway Shop Ctr,1.28665742231261,103.80334129425304
22958,93,SBST,2,11029,Queensway,Blk 166/Aft Mei Chin Rd,1.29013472201419,103.80202111098816
22959,93,SBST,2,51119,Lornie Rd,Bef Andrew Rd,1.34014305601694,103.83257583298696
22960,93,SBST,2,11039,Queensway,Blk 19,1.29245762862665,103.79998683928974
22961,93,SBST,2,11059,Queensway,Queenstown Polyclinic,1.29882892782979,103.80097389222824
22962,93,SBST,2,14009,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907407
22963,93,SBST,2,11079,Queensway,Opp Blk 95,1.305441389003,103.8018525000066
22964,93,SBST,2,11089,Queensway,Opp Holland Hill Lodge,1.30946135492693,103.8033408735464
22965,93,SBST,2,11099,Farrer Rd,Opp Leedon Green,1.31305333300118,103.80437666697586
22966,93,SBST,2,11109,Farrer Rd,Spanish Village,1.31552472199926,103.80574305602846
22967,93,SBST,2,11119,Farrer Rd,Farrer Rd Stn Exit A,1.31747833490912,103.80785606728588
22968,93,SBST,2,41109,Farrer Rd,Opp St. Margaret's Sec Sch,1.31944666701923,103.81052861101584
22969,93,SBST,2,41119,Farrer Rd,Opp Lutheran Twrs,1.32074221277671,103.8124537467894
22970,93,SBST,2,41129,Adam Rd,Opp S'Pore Bible Coll,1.32542946413096,103.81399869920736
22971,93,SBST,2,41139,Adam Rd,Aft The Japanese Assn,1.32962999996746,103.81485527800427
22972,93,SBST,2,11049,Queensway,Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242
22973,93,SBST,2,82009,Eunos Rd 2,Eunos Int,1.31933717157385,103.90180834139495
22974,93,SBST,1,11071,Queensway,Blk 97,1.30621305601609,103.80170944396954
22975,93,SBST,1,82221,Jln Turi,Blk 3A,1.31760511655727,103.89900705591394
