name,street_name,postal_code,block_number,longitude,latitude
U STARS SUPERMARKET PTE. LTD.,COMPASSVALE DRIVE,543215,215C,103.892787164081,1.38977025366003
U STARS SUPERMARKET PTE. LTD.,TAMPINES AVENUE 8,523878,878C,103.929363838846,1.3512641069979
V SURESH KUMAR,ADMIRALTY ROAD WEST - LODGE 1,757443,51,103.820073449022,1.45982817398421
VINAYAK TRADERS PTE. LTD.,PENJURU WALK,608538,27,103.732882480415,1.31923811377776
VINAYAK TRADERS PTE. LTD.,JALAN PAPAN,619392,1,103.726722841969,1.32048426082957
VIVA CORP SERVICES PTE. LTD.,KAKI BUKIT ROAD 3,415812,23,103.903735085122,1.33733862368542
WAN SIEW YOONG,SAGO LANE,50004,4,103.842908168065,1.28180062455801
WONS BUTCHERY PTE. LTD.,ST. MARTIN'S DRIVE,257988,1,103.824463823195,1.30570970646179
YEO HOCK HENG,ALJUNIED ROAD,389797,5,103.881877796975,1.31357605426931
YEO KENG GUAN,RIDGEWOOD CLOSE,276696,5,103.778947263616,1.31661898336453
YES SUPERMARKET PTE LTD,TAMPINES STREET 21,522201,201B,103.953009921086,1.35345315592225
YOUR GROCER PRIVATE LIMITED,JALAN BUKIT HO SWEE,160034,34,103.827081283638,1.28807688301773
YS LOGISTICS (S) PTE. LTD.,JALAN TEPONG,619336,15,103.722316838638,1.30859346145721
ZAC MEAT & POULTRY PTE LTD,FIGARO STREET,458322,1B,103.925857026336,1.31574933269594
