,school_name,category,address,longitude,latitude
1531,BRILLIANT TOTS @ HOUGANG PTE. LTD,PRESCHOOL,"2,TAI THONG CRESCENT,#01-08,THE VENUE SHOPPES,347836",103.869271361818,1.32879797339654
1580,BRILLIANT TOTS @ KELULUT PTE LTD,PRESCHOOL,"30,JALAN KELULUT,SELETAR HILLS ESTATE,809045",103.875489703255,1.3834407291726
624,BRILLIANT TOTS @ KENSINGTON,PRESCHOOL,"2,JALAN LOKAM,#01-37,KENSINGTON SQUARE,537846",103.882695128109,1.34560719747232
1033,BRILLIANT TOTS ACADEMY PTE. LTD.,PRESCHOOL,"26,SERANGOON AVENUE 1,556141",103.876770348416,1.34736424246202
1450,BRILLIANT TOTS JUNIOR PTE LTD,PRESCHOOL,"24,CHEONG CHIN NAM ROAD,ANGSANA HOUSE,599747",103.774793877749,1.34378940038285
1853,BRILLIANT TOTS PTE. LTD.,PRESCHOOL,"610,JURONG WEST STREET 65,#01-534,640610",103.700856213629,1.33832454101485
242,BUBBLES MONTESSORI @AMK PTE.LTD.,PRESCHOOL,"338,ANG MO KIO AVENUE 1,#01-1643,TECK GHEE COURT,560338",103.848986957428,1.36389570157547
945,BUCKET HOUSE PRESCHOOL EDUCATION PTE. LTD.,PRESCHOOL,"39,WOODLANDS CLOSE,#01-62,MEGA@WOODLANDS,737856",103.807119160141,1.43809143188118
1506,BUKIT PANJANG METHODIST CHURCH KINDERGARTEN,PRESCHOOL,"488,UPPER BUKIT TIMAH ROAD,#02BUKIT PANJANG METHODIST CHURCH,678091",103.767474123955,1.36106463746906
943,BUMBLE BEE CHILD CARE CENTRE,PRESCHOOL,"369,WOODLANDS AVENUE 1,#01-853,730369",103.787422676205,1.43343620706593
1252,CAELUM JUNIOR @ BENDEMEER PTE. LTD.,PRESCHOOL,"70,BENDEMEER ROAD,#03-03,LUZERNE,339940",103.862529469668,1.31626605933927
433,CALVARY PANDAN KINDERGARTEN,PRESCHOOL,"201,PANDAN GARDENS,#01-04,CALVARY PANDAN PRESBYTERIAN CHURCH,609337",103.746110493966,1.32103078825939
156,CAMBERLEY INTERNATIONAL PRE-SCHOOL PRIVATE LIMITED,PRESCHOOL,"16,FLOWER ROAD,549405",103.881080577567,1.36016979746082
155,CAMBERLEY LOYANG PRE-SCHOOL PRIVATE LIMITED,PRESCHOOL,"14,JALAN CHELAGI,BUKIT LOYANG ESTATE,509575",103.964948596657,1.36100996347708
37,CAMBRIDGE @ HOLLAND PTE LTD,PRESCHOOL,"170,GHIM MOH ROAD,#05-02,ULU PANDAN COMMUNITY BUILDING,279621",103.789581047341,1.31205215005861
1485,CAMBRIDGE @ MACPHERSON PTE LTD,PRESCHOOL,"50,MACPHERSON ROAD,#01-01,AMAZANA,348471",103.870282479461,1.32794761351628
1195,CAMBRIDGE @ MIDWOOD PTE. LTD,PRESCHOOL,"8,HILLVIEW RISE,#01-02,MIDWOOD,667971",103.763433915546,1.36286208839026
1282,CAMBRIDGE @ SERANGOON GARDENS PTE. LTD.,PRESCHOOL,"22,KENSINGTON PARK ROAD,557271",103.866873575185,1.36573432810949
1196,CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.,PRESCHOOL,"1,JALAN SUASA,GREEN HILL ESTATE,678493",103.769465768372,1.36801292070536
1250,CAMBRIDGE CDC @ SENGKANG PTE. LTD.,PRESCHOOL,"50,SENGKANG EAST WAY,548601",103.904425288022,1.39041401433906
1384,CAMBRIDGE CDC @ TANGLIN PTE. LTD.,PRESCHOOL,"11,UNITY STREET,#02-01,ROBERTSON WALK,237995",103.841157123421,1.2919705093805
506,CAMBRIDGE@ARTRA ALEXANDRA PTE LTD,PRESCHOOL,"12,ALEXANDRA VIEW,#02-01,ARTRA,158736",103.816552347869,1.29012765494819
1399,CAMBRIDGE@FERNVALE PTE. LTD.,PRESCHOOL,"409A,FERNVALE ROAD,#01-46,CORAL VALE,791409",103.877151925492,1.38906494156565
1382,CAMBRIDGE@KINGSFORD WATERBAY PTE LTD,PRESCHOOL,"50,UPPER SERANGOON VIEW,#01-01,KINGSFORD WATERBAY,533893",103.90307048623,1.37447287448697
1418,CAMELOT AT RIVER VALLEY,PRESCHOOL,"80,KIM SENG ROAD,#01-08,MIRAGE TOWER,239426",103.834261909893,1.29198111835787
1001,CAMELOT INTERNATIONAL INFANT CARE PTE LTD,PRESCHOOL,"301,SERANGOON AVENUE 2,#01-342,CHUAN VILLAGE,550301",103.867822811475,1.35288347756585
1554,CAMELOT LEARNING CENTRE PTE LTD,PRESCHOOL,"221,EAST COAST ROAD,428918",103.907078176022,1.30760256463236
1118,CANOSSAVILLE CHILDREN AND COMMUNITY SERVICES,PRESCHOOL,"1,SALLIM ROAD,CANOSSA CONVENT PRIMARY SCHOOL,387621",103.882227964852,1.32664424544839
1893,CAPELLA PRESCHOOL PTE. LTD.,PRESCHOOL,"4,SIMS DRIVE,#01-70,SIMS URBAN OASIS,387387",103.880827165561,1.31897495384195
608,CARPE DIEM @ HILLTOP PTE. LTD.,PRESCHOOL,"701,YIO CHU KANG ROAD,787087",103.830341460725,1.37858688579208
1658,CARPE DIEM @ ITE PTE. LTD.,PRESCHOOL,"2,ANG MO KIO DRIVE,#01-07,ITE COLLEGE CENTRAL,567720",103.856411982029,1.37789204076074
1131,CARPE DIEM @ NORDCOM PTE LTD,PRESCHOOL,"3,GAMBAS CRESCENT,#01-04,NORDCOM ONE,757088",103.813888859199,1.44408021283692
1602,CARPE DIEM ACE LEARNERS PTE. LTD.,PRESCHOOL,"2,BUKIT BATOK STREET 23,#01-12,BUKIT BATOK CONNECTION,659554",103.753259176034,1.34394552047156
477,CARPE DIEM CHILDCARE PTE LTD,PRESCHOOL,"78,YIO CHU KANG ROAD,#01-02,545571",103.875116232416,1.35806026279456
1041,CARPE DIEM CHILDCARE PTE LTD,PRESCHOOL,"1,MARINE PARADE CENTRAL,#05-01,PARKWAY CENTRE,449408",103.905996468402,1.30188732078192
357,CARPE DIEM CHILDCARE PTE. LTD.,PRESCHOOL,"318,BUKIT BATOK STREET 32,#01-169,650318",103.747282390377,1.36094593781145
1396,CARPE DIEM CHILDCARE RESORT PTE. LTD.,PRESCHOOL,"413,NORTHSHORE DRIVE,#02-01,820413",103.899858484155,1.41641181359186
1668,CARPE DIEM EDUCARE PTE. LTD.,PRESCHOOL,"167,PETIR ROAD,#01-138,670167",103.765102401589,1.37768707307101
1039,CARPE DIEM FIRST YEARS PTE. LTD.,PRESCHOOL,"129,PASIR RIS STREET 11,#01-325,510129",103.955623402655,1.36651869673449
1040,CARPE DIEM KIDSWORLD PTE. LTD.,PRESCHOOL,"739,JURONG WEST STREET 73,#01-66,640739",103.700120116691,1.34594298573858
1369,CARPE DIEM KIDZ PLAYHOUSE PTE. LTD.,PRESCHOOL,"259,CANADA ROAD,759791",103.829596621487,1.45624875351641
1659,CARPE DIEM KINDERACE PTE. LTD.,PRESCHOOL,"626,BUKIT BATOK CENTRAL,#01-622,650626",103.749022783849,1.35171974901975
991,CARPE DIEM KINDERCARE PTE. LTD.,PRESCHOOL,"108,BEDOK RESERVOIR ROAD,#01-300,470108",103.909386972458,1.33023193004172
1071,CARPE DIEM LITTLE GREEN HOUSE PTE. LTD.,PRESCHOOL,"11,WOODLANDS CLOSE,#01-33,WOODLANDS 11,737853",103.802773360648,1.43482603452741
581,CARPE DIEM MI PRESCHOOL PTE. LTD.,PRESCHOOL,"946,HOUGANG STREET 92,#01-167,530946",103.881222880283,1.37465061321188
582,CARPE DIEM MI SCHOOLHOUSE PTE. LTD.,PRESCHOOL,"954,HOUGANG AVENUE 9,#01-536,530954",103.878108300823,1.37676277666481
1340,CARPE DIEM SCHOOLHOUSE PTE LTD,PRESCHOOL,"131,LORONG 1 TOA PAYOH,#02-01,310131",103.843250722733,1.3379617298204
1395,CARPE DIEM SCHOOLHOUSE PTE LTD,PRESCHOOL,"353,ANCHORVALE LANE,#02-02,540353",103.88565992411,1.39315967650223
1660,CARPE DIEM SCHOOLHOUSE PTE LTD,PRESCHOOL,"144A,JALAN JURONG KECHIL,598640",103.770314553696,1.34346212916938
1412,CARPE DIEM SCHOOLHOUSE PTE. LTD.,PRESCHOOL,"5,TOH YI DRIVE,#01-221,590005",103.774522626293,1.33820236785945
1054,CARPE DIEM SPRINGS PTE. LTD.,PRESCHOOL,"108,SPOTTISWOODE PARK ROAD,SPOTTISWOODE PARK,080108",103.852535916404,1.29684825480832
1319,CARPE DIEM STARLETS 1 PTE. LTD.,PRESCHOOL,"110,TECK WHYE LANE,#01-586,680110",103.752208325828,1.37823695284901
84,CARPE DIEM STARLETS 2 PTE. LTD.,PRESCHOOL,"120,TECK WHYE LANE,#01-808,680120",103.750340641074,1.37884184875046
646,CARPE DIEM STARLETS SPARKLE PTE. LTD.,PRESCHOOL,"167,JALAN BUKIT MERAH,#04-15,CONNECTION ONE TOWER 4,150167",103.818552370547,1.28261543638403
1197,CARPE DIEM YOUNG HEARTS PTE. LTD.,PRESCHOOL,"355,TAMPINES STREET 33,#01-638,520355",103.961599957131,1.35505059132687
584,CARPE DIEM YOUNG JOY PTE. LTD.,PRESCHOOL,"445,FAJAR ROAD,#02-544,670445",103.771086145173,1.38339951629579
388,CARPE DIEM YOUNG MINDS PTE. LTD.,PRESCHOOL,"219,TAMPINES STREET 24,#01-28,520219",103.952612725374,1.35479243854559
663,CATHOLIC KINDERGARTEN,PRESCHOOL,"15,FLOWER ROAD,549404",103.882179843583,1.35976188011926
1499,CAVENUR KINDERGARTEN PTE LTD,PRESCHOOL,"741,TAMPINES STREET 72,#01-74,520741",103.933043781914,1.36001177722698
1625,CEDAN KINDERGARTEN,PRESCHOOL,"198,PUNGGOL FIELD,#02-2,820198",103.906371604675,1.39950942350341
203,CENTRE OF NEW LIFE SCHOOLHOUSE,PRESCHOOL,"5,JURONG WEST STREET 74,#04CENTRE OF NEW LIFE,649151",103.698930157409,1.34938102403954
1683,CGM KINDERGARTEN,PRESCHOOL,"172,CHOA CHU KANG AVENUE 1,COMFORT GARDEN,689457",103.746730429408,1.37723261157993
1796,CHANGI BETHANY SCHOOL-HOUSE,PRESCHOOL,"694,UPPER CHANGI ROAD EAST,486824",103.96194148398,1.3416412572954
469,CHANGI GENERAL HOSPITAL CHILD CARE CENTRE,PRESCHOOL,"2A,SIMEI STREET 3,#05MEDICAL CENTER,529906",103.949306367827,1.33946174229267
312,CHARIS MONTESSORI @ ELIM,PRESCHOOL,"1079,SERANGOON ROAD,ELIM CHURCH,328182",103.864626377113,1.32372876552286
1232,CHATSWORTH PRESCHOOL,PRESCHOOL,"93A,CLEMENTI ROAD,129781",103.768262238489,1.29969494386434
1190,CHATSWORTH PRESCHOOL PTE LTD,PRESCHOOL,"1A,EDGWARE ROAD,799752",103.870912926915,1.40305345907378
1496,CHEE HWAN KOG CHILDCARE CENTRE,PRESCHOOL,"695,HOUGANG ST 61,#01-72,530695",103.887398856113,1.37633401164513
1217,CHERIE HEARTS @ CHARLTON PTE LTD,PRESCHOOL,"19F,CHARLTON LANE,539643",103.881586042582,1.35652150581016
1756,CHERIE HEARTS @ MOUNTBATTEN PTE. LTD.,PRESCHOOL,"231,MOUNTBATTEN ROAD,#01-01,397999",103.880834672978,1.30809319628825
1523,CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,PRESCHOOL,"625,ELIAS ROAD,#02-302,ELIAS MALL,510625",103.941978177673,1.37860239032585
1466,CHERIE HEARTS NURTURELOFT PTE. LTD.,PRESCHOOL,"18,SIN MING LANE,#01-02,MIDVIEW CITY,573960",103.833968719539,1.35896872448258
1021,CHERRY KIDZ MONTESSORI CHILDCARE LLP,PRESCHOOL,"239,YISHUN RING ROAD,#01-1162,YISHUN HEARTS,760239",103.839685373602,1.43359514649201
309,CHERRYBROOK PRESCHOOL EAST COAST PTE. LTD.,PRESCHOOL,"6,JALAN ULU SIGLAP,457127",103.928569437981,1.31406788468779
310,CHERRYBROOK PRESCHOOL FARRER,PRESCHOOL,"82,QUEEN'S ROAD,266774",103.806787274831,1.31811007976306
311,CHERRYBROOK PRESCHOOL THOMSON PTE. LTD.,PRESCHOOL,"14A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,576416",103.829315028701,1.35369666590847
150,CHESTON MONTESSORI PRESCHOOLS PTE LTD,PRESCHOOL,"220,CLEMENTI AVENUE 4,#03-01,CLEMENTI COMMUNITY CENTRE,129880",103.768153682089,1.31881519469651
1696,CHICKY & OLIVE INTERNATIONAL PRESCHOOL,PRESCHOOL,"52,MEDWAY DRIVE,SERANGOON GARDEN ESTATE,556552",103.863343559518,1.36418559374455
1605,CHICKY & OLIVE LEARNING CENTRE PTE LTD,PRESCHOOL,"19,LICHFIELD ROAD,SERANGOON GARDEN ESTATE,556839",103.870053772955,1.36470757424363
1243,CHILD AT STREET 11 LTD,PRESCHOOL,"102,ANG MO KIO AVE 3,#01-1429,560102",103.839410348811,1.37065009249377
1813,CHILDCARE @ THE ENRICHMENT PTE LTD,PRESCHOOL,"20,JURONG WEST STREET 93,#01-01,JURONG WEST SPORTS & RECREATION CTR,648965",103.69386868465,1.33821088716936
1270,CHILDFIRST,PRESCHOOL,"229,MOUNTBATTEN ROAD,#01-32,MOUNTBATTEN SQUARE,398007",103.881270808518,1.30746518723646
1103,CHILDFIRST @ HILLVIEW PTE LTD,PRESCHOOL,"63,HILLVIEW AVENUE,#01-03/04,LAM SOON INDUSTRIAL BUILDING,669569",103.763084766465,1.35699658994472
1222,CHILDFIRST@TAMPINES PTE. LTD.,PRESCHOOL,"3,TAMPINES CENTRAL 1,#05-01,TAMPINES PLAZA 1,529540",103.942942106476,1.35264347882967
1014,CHILDREN'S COVE PRESCHOOL @ SEMBAWANG,PRESCHOOL,"604,SEMBAWANG ROAD,#03-08,SEMBAWANG SHOPPING CENTRE,758459",103.82479165671,1.44175296834191
1016,CHILDREN'S COVE PRESCHOOL AMOY,PRESCHOOL,"105,AMOY STREET,069925",103.852535916404,1.29684825480832
1011,CHILDREN'S COVE PRESCHOOL PASIR RIS PTE LTD,PRESCHOOL,"443,PASIR RIS DRIVE 6,#03-02,510443",103.957395750219,1.36940860628198
1013,CHILDREN'S COVE PRESCHOOL PTE. LTD.,PRESCHOOL,"11,AKYAB ROAD,309975",103.848363903326,1.32382852732528
1012,CHILDREN'S COVE PRESCHOOL PTE.LTD.,PRESCHOOL,"58,JALAN PENJARA,149382",103.807166049854,1.29933286640747
1015,CHILDREN'S COVE PTE. LTD.,PRESCHOOL,"30,ORANGE GROVE ROAD,#08-01,RELC BUILDING,258352",103.826031940569,1.31283861886906
157,CHILDREN'S VINEYARD KINDERGARTEN,PRESCHOOL,"42,JOO CHIAT LANE,#01KATONG PRESBYTERIAN CHURCH,428102",103.90341800573,1.31233160592592
148,CHILDREN'S VINEYARD PRESCHOOL PTE. LTD,PRESCHOOL,"37,JALAN PEMIMPIN,#01-03,MAPEX,577177",103.840907482125,1.34884336335242
140,CHINESE CHRISTIAN MISSION LIMITED,PRESCHOOL,"108,BUKIT BATOK WEST AVE 6,#01-54,650108",103.746502064421,1.34744385349941
628,CHOW & CHOWS CHILDCARE & EARLY LEARNING CENTRE (CCK 542) LTD.,PRESCHOOL,"542,CHOA CHU KANG STREET 52,#01-66,680542",103.744792619365,1.39360501825299
627,CHOW & CHOWS CHILDCARE & EARLY LEARNING CENTRE LTD.,PRESCHOOL,"151,JALAN TECK WHYE,#01-29,680151",103.757251128701,1.37841061448898
1009,CI AI EDUCATION INCUBATOR,PRESCHOOL,"621B,EDGEFIELD WALK,#01-51,822621",103.910103846013,1.40135243165219
1512,CITIKIDS EDVENTURE PTE. LTD.,PRESCHOOL,"450,BUKIT PANJANG RING ROAD,#01-595,670450",103.772431736418,1.38452839749609
151,CLEMENTI WOODS KINDERGARTEN LLP,PRESCHOOL,"152,WEST COAST ROAD,CLEMENTI BIBLE CENTRE,127370",103.765866427623,1.30272018342396
1201,CM CENTRAL PTE LTD,PRESCHOOL,"161,ANG MO KIO AVE 4,#01-502,560161",103.839549130658,1.37416445374568
1588,COCO-RO LEARNING HOUSE,PRESCHOOL,"20,DEVONSHIRE ROAD,#01-01,DEVONSHIRE BUILDING,239850",103.838031480508,1.29825648344236
430,CREATIVE O PRESCHOOLERS' BAY,PRESCHOOL,"31,INTERNATIONAL BUSINESS PARK,#02-01,CREATIVE RESOURCE,609921",103.746173268778,1.32910540395565
48,CREATIVE THINKERS PRESCHOOL PTE. LTD.,PRESCHOOL,"110,JALAN JURONG KECHIL,#01-03,SWEEBIE HOUSE,598606",103.772116406784,1.34117840029228
1465,CREATIVELAND CHILDCARE AND DEVELOPMENT CENTRE@ADMIRALTY PTE LTD,PRESCHOOL,"715,WOODLANDS DRIVE 70,#01-144,730715",103.799393670745,1.44198957569918
1248,CREATIVELAND CHILDCARE AND DEVELOPMENT CENTRE@YEW TEE PTE LTD,PRESCHOOL,"634,CHOA CHU KANG NORTH 6,#01-289,680634",103.749729373216,1.39660911377874
85,DA LITTLE PRESCHOOL (TAMARIND) PTE. LTD.,PRESCHOOL,"1,TAMARIND ROAD,SERENE PARK,806011",103.860607344073,1.39004530088896
1685,DA LITTLE PRESCHOOL AT CECIL PRIVATE LIMITED,PRESCHOOL,"137,CECIL STREET,#3-1,CECIL BUILDING,069537",103.852535916404,1.29684825480832
1884,DARUL GHUFRAN MOSQUE KINDERGARTEN,PRESCHOOL,"503,TAMPINES AVENUE 5,#02MASJID DARUL GHUFRAN,529651",103.93993380532,1.35528065111508
1848,DARUL MAKMUR MOSQUE KINDERGARTEN,PRESCHOOL,"1,ADMIRALTY LANE,#02-02,MASJID ASSYAFAAH,757620",103.819381371528,1.45577050995774
941,DAVID & GOLIATH PRESCHOOL,PRESCHOOL,"2,TAH CHING ROAD,#02-01,JURONG CHRISTIAN CHURCH,618744",103.72212051084,1.33648470496686
159,DAYSPRING KINDERGARTEN PTE LTD,PRESCHOOL,"50,TAGORE LANE,#B1-04/05,787494",103.82841189804,1.38347431370012
191,DISCOVERY KIDZ PRESCHOOL PTE. LTD.,PRESCHOOL,"13,BEDOK RIA PLACE,489773",103.951229927483,1.32697466020041
100,DREAMKIDS KINDERGARTEN @ EAST GATE PTE LTD,PRESCHOOL,"105,LORONG STANGEE,425080",103.907775302049,1.30985118721409
1655,DYNAMIC WORLD MONTESSORI PTE LTD,PRESCHOOL,"292,EAST COAST ROAD,428951",103.909327838957,1.30816201119819
8,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"633,TAMPINES NORTH DRIVE 2,#03-01,TAMPINES GREENCOURT,520633",103.941330282181,1.36551980812276
9,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"573,WOODLANDS DRIVE 16,#03-01,730573",103.798507621177,1.43109807246887
16,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"858E,TAMPINES WALK,#01-01,TAMPINES GREENSPRING,525858",103.940862799115,1.35445354491042
478,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"226A,SUMANG LANE,#02-206,THE VERANDAH @ MATILDA,821226",103.893101300132,1.40272812898156
499,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"417A,FERNVALE LINK,#01-172,FERNVALE RIVERWALK,791417",103.880697269897,1.39157654101303
565,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"131B,TENGAH GARDEN AVENUE,#01-312,PLANTATION GRANGE,692131",103.732858493426,1.35634619889737
566,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"422B,NORTHSHORE DRIVE,#01-735,822422",103.905195322462,1.4198034954577
567,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"111,PLANTATION CRESCENT,#2-01,PLANTATION ACRES,690111",103.734114100714,1.3561912992951
568,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"78,EDGEDALE PLAINS,828683",103.914597569863,1.39910651674297
1158,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"460,SENGKANG WEST WAY,#01-01,FERNVALE GLADES,790460",103.869618891317,1.3942609344157
1251,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"443,BUKIT BATOK WEST AVENUE 8,#01-11,MULTI STOREY CAR PARK,650443",103.737291779061,1.3561417439145
1264,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"92,TELOK BLANGAH STREET 31,#02-257,100092",103.807644658523,1.27621463534143
1267,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"20,SENGKANG SQUARE,544709",103.897033070016,1.39019431975813
1400,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"217,COMPASSVALE DRIVE,#01-11,MULTI STOREY CAR PARK,540217",103.894482345649,1.38975552495157
1530,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"126A,CANBERRA STREET,#01-767,751126",103.834981318758,1.44515880423783
1590,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"365B,UPPER SERANGOON ROAD,#02-1056,HOUGANG MEADOW,532365",103.897512942583,1.36920419004326
1597,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"95A,DAWSON ROAD,#01-01,142095",103.811942985939,1.29608900588749
1599,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"875B,TAMPINES STREET 86,#01-111,522875",103.929501131497,1.35291999213671
1640,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"471B,YISHUN STREET 42,#02-01,FOREST SPRING @ YISHUN,762471",103.852433796182,1.42623454415224
1752,E-BRIDGE PRE-SCHOOL PTE LTD,PRESCHOOL,"140,CORPORATION DRIVE,#01-07,610140",103.723710474794,1.32689978062811
7,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"592C,MONTREAL LINK,#01-26,753592",103.828070545183,1.45093931289388
10,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"178A,RIVERVALE CRESCENT,#01-453,541178",103.909651594176,1.3889732362803
12,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"670,EDGEFIELD PLAINS,MULTI STOREY CAR PARK,820670",103.913245791017,1.40582242673251
56,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"116A,RIVERVALE DRIVE,#01-08,541116",103.902238681998,1.38246038039285
569,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"615B,EDGEFIELD PLAINS,#01-339,822615",103.909882888515,1.40374587144445
1057,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"504,YISHUN STREET 51,#01-05,MULTI STOREY CAR PARK,760504",103.844547664772,1.41840746777827
1146,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"1,JELEBU ROAD,#04-05,BUKIT PANJANG PLAZA,677743",103.764357180314,1.37992045176243
1600,E-BRIDGE PRE-SCHOOL PTE. LTD.,PRESCHOOL,"17,CIRCUIT ROAD,#01-01,370017",103.888575098145,1.32982010709091
1798,EARLY LEARNING'S FUN PRESCHOOL PTE. LTD.,PRESCHOOL,"64,ENG KONG ROAD,599057",103.76787462744,1.33605523349512
1135,EDELWEISS PRESCHOOL SEMBAWANG PRESBYTERIAN CHURCH,PRESCHOOL,"10B,JALAN JERUJU,SEMBAWANG PRESBYTERIAN CHURCH,768443",103.825619949965,1.44124434372684
616,EILEEN'S EDUCATION HUB PTE LTD,PRESCHOOL,"258,PASIR RIS STREET 21,#02-23,LOYANG POINT,510258",103.964632225014,1.36707357525622
615,EILEEN'S LEARNING CENTRE PTE. LTD.,PRESCHOOL,"866A,TAMPINES STREET 83,#04-01,TAMPINES CENTRAL COMMUNITY COMPLEX,521866",103.934315234737,1.35542177253675
1223,ELFA PRESCHOOL,PRESCHOOL,"202,HOUGANG STREET 21,#3-00,HDB,530202",103.883962381949,1.35754686861981
1005,ELFA PRESCHOOL @ JURONG EAST,PRESCHOOL,"135,JURONG GATEWAY ROAD,#03-345,600135",103.739676885744,1.333825407445
432,ELITE KIDZ PRESCHOOL,PRESCHOOL,"150A,PANDAN GARDENS,#03-00,609342",103.747648912115,1.3212933695135
1314,EMILE PRESCHOOL @ APAC,PRESCHOOL,"622,LORONG 1 TOA PAYOH,#02-02,NIL,319763",103.842598451486,1.33452048243981
1315,EMILE PRESCHOOL PTE. LTD.,PRESCHOOL,"12,NEW INDUSTRIAL ROAD,#01-2,MORNINGSTAR CENTRE,536202",103.885810659572,1.34233538123589
1254,EMMANUEL CHILD EDUCARE,PRESCHOOL,"29,JALAN MALU MALU,769646",103.825900259482,1.44120474704487
1885,EN-NAEEM MOSQUE KINDERGARTEN,PRESCHOOL,"120,TAMPINES ROAD,MASJID EN-NAEEM,535136",103.892551072557,1.36092931253044
1676,ENFANT EDUCARE PTE LTD,PRESCHOOL,"26,HORNE ROAD,#02-00,B H BUILDING,209062",103.862571242237,1.30869628841784
1031,EQ EDUCARE PTE LTD,PRESCHOOL,"309,CHOA CHU KANG AVE 4,#02-01,680309",103.745864156514,1.38525196962708
664,EQ-LEARNERS EDUCARE PTE LTD,PRESCHOOL,"475,CHOA CHU KANG AVENUE 3,#02-15,SUNSHINE PLACE,680475",103.738931794069,1.37805614752086
394,ESHKOL VALLEY @ BP PTE LTD,PRESCHOOL,"537,BUKIT PANJANG RING ROAD,#01-835,PANGSHAN GROVE,670537",103.763127776187,1.38372140816294
1802,ESHKOL VALLEY @ GOSPEL LIGHT PTE. LTD.,PRESCHOOL,"39,PUNGGOL FIELD WALK,#05-02,828753",103.913468703603,1.39162169407638
1443,ESHKOL VALLEY @ NORTHSTAR PTE. LTD.,PRESCHOOL,"7030,ANG MO KIO AVENUE 5,#01-41,NORTHSTAR @ AMK,569880",103.875389838376,1.37792345221534
1800,ESHKOL VALLEY @ PPCC PTE LTD,PRESCHOOL,"302,PASIR PANJANG ROAD,#02-01,PASIR PANJANG CHRIST CHURCH,118643",103.779791666774,1.28750746189231
1521,ESHKOL VALLEY @ SENGKANG PEARL PTE. LTD.,PRESCHOOL,"212A,COMPASSVALE DRIVE,#02-125,541212",103.899960023429,1.38639821816065
1398,ESHKOL VALLEY @ YISHUN PTE LTD,PRESCHOOL,"6,YISHUN INDUSTRIAL STREET 1,#01-06,NORTH VIEW BIZHUB,768090",103.843618912685,1.43678096741344
1549,ETONHOUSE BILINGUAL PRE-SCHOOL PTE. LTD.,PRESCHOOL,"215,UPPER BUKIT TIMAH ROAD,COURTAULDS HOUSE,588184",103.773009347936,1.34541246564971
1611,ETONHOUSE GARDEN SCHOOL BY THE BAY,PRESCHOOL,"18,MARINA GARDENS DRIVE,GARDENS BY THE BAY,018953",103.852535916404,1.29684825480832
36,ETONHOUSE PRE-SCHOOL PTE LTD,PRESCHOOL,"718,MOUNTBATTEN ROAD,437738",103.886683843208,1.3003404019115
95,ETONHOUSE PRE-SCHOOL PTE LTD,PRESCHOOL,"1,VANDA ROAD,287771",103.798236529621,1.33120392562192
570,ETONHOUSE PRE-SCHOOL PTE LTD,PRESCHOOL,"11,UNITY STREET,#02-20,ROBERTSON WALK,237995",103.841157123421,1.2919705093805
571,ETONHOUSE PRE-SCHOOL PTE LTD,PRESCHOOL,"39,NEWTON ROAD,307966",103.841034923233,1.31719739808808
572,ETONHOUSE PRE-SCHOOL PTE LTD,PRESCHOOL,"681,BUKIT TIMAH ROAD,269782",103.801959729891,1.32810121387161
1794,ETONHOUSE PRE-SCHOOL PTE LTD,PRESCHOOL,"223,MOUNTBATTEN ROAD,#01-18,223@MOUNTBATTEN ROAD,398008",103.878984638613,1.30846564032774
55,EUREKA SCHOOLHOUSE PTE LTD,PRESCHOOL,"02,SUNBIRD ROAD,487127",103.957699570662,1.33849325293224
