Station Name,Exit Code,Latitude,Longitude
LENTOR MRT STATION,Exit 1,1.38540982990749,103.835359976701
LENTOR MRT STATION,Exit 3,1.38460195423691,103.837398080029
LENTOR MRT STATION,Exit 4,1.3836277515433,103.837338660064
LENTOR MRT STATION,Exit 2,1.38589099008684,103.835823452024
LENTOR MRT STATION,Exit 5,1.38416237536177,103.836839532696
LITTLE INDIA MRT STATION,Exit F,1.30768353655885,103.848304399136
LITTLE INDIA MRT STATION,Exit E,1.30742644439895,103.850322159955
LITTLE INDIA MRT STATION,Exit B,1.30656355535778,103.848985089711
LITTLE INDIA MRT STATION,Exit A,1.30560525103922,103.84936002946
LITTLE INDIA MRT STATION,Exit D,1.30685473719087,103.848999982241
LITTLE INDIA MRT STATION,Exit C,1.30635155408624,103.849704822933
LORONG CHUAN MRT STATION,Exit A,1.35143910357514,103.864933673465
LORONG CHUAN MRT STATION,Exit B,1.35173853791277,103.862918299956
MACPHERSON MRT STATION,Exit A,1.3266787588073,103.889793336526
MACPHERSON MRT STATION,Exit E,1.32619277755048,103.888615211677
MACPHERSON MRT STATION,Exit B,1.32585503018196,103.890665675221
MACPHERSON MRT STATION,Exit D,1.32514545867968,103.888454834376
MACPHERSON MRT STATION,Exit C,1.32548152990651,103.890262565574
MARINA BAY MRT STATION,Exit 3,1.27541636589719,103.85537174149
MARINA BAY MRT STATION,Exit 5,1.27469326445441,103.854319501956
MARINA BAY MRT STATION,Exit 1,1.27735303297793,103.854470032954
MARINA BAY MRT STATION,Exit 4,1.27363420910955,103.856488836263
MARINA BAY MRT STATION,Exit 2,1.27615893131623,103.85500333792
MARINA SOUTH MRT STATION,Exit 2,1.27385994951971,103.861777210111
MARINA SOUTH MRT STATION,Exit 3,1.27313520508679,103.862894304629
MARINA SOUTH MRT STATION,Exit 1,1.27357480448593,103.861503878728
MARINA SOUTH MRT STATION,Exit 4,1.27551141461164,103.862668508874
MARINA SOUTH PIER MRT STATION,Exit A,1.27052998951863,103.86233005097
MARINA SOUTH PIER MRT STATION,Exit B,1.27143783716222,103.863579669764
MARSILING MRT STATION,Exit B,1.43275137172006,103.774410520697
MARSILING MRT STATION,Exit D,1.43275136098458,103.773997133375
MARSILING MRT STATION,Exit A,1.43280169435331,103.774210493312
MARSILING MRT STATION,Exit C,1.43246952240006,103.773820451036
MARYMOUNT MRT STATION,Exit B,1.34786607217308,103.840058918077
MARYMOUNT MRT STATION,Exit A,1.34898038642137,103.839087956801
MATTAR MRT STATION,Exit A,1.3272514140918,103.882732067245
MATTAR MRT STATION,Exit B,1.32646352216707,103.883748387313
MAXWELL MRT STATION,Exit 3,1.28019152238094,103.842916305543
MAXWELL MRT STATION,Exit 1,1.28103425526259,103.844164413475
MAXWELL MRT STATION,Exit 2,1.28091943659091,103.844895459262
MAYFLOWER MRT STATION,Exit 6,1.37089614419322,103.836308734746
MAYFLOWER MRT STATION,Exit 5,1.37077733815485,103.836760326587
MAYFLOWER MRT STATION,Exit 3,1.37353209209743,103.837461041245
MAYFLOWER MRT STATION,Exit 2,1.37371976104919,103.837031676998
MAYFLOWER MRT STATION,Exit 1,1.37270397234703,103.83671675131
MAYFLOWER MRT STATION,Exit 7,1.37137730761848,103.83628496724
MAYFLOWER MRT STATION,Exit 4,1.37127632290154,103.836795978097
MERIDIAN LRT STATION,Exit B,1.39712168979943,103.908869496154
MERIDIAN LRT STATION,Exit A,1.39668105013866,103.908965833187
MOUNTBATTEN MRT STATION,Exit B,1.30604592566075,103.883248292704
MOUNTBATTEN MRT STATION,Exit A,1.30675271022847,103.882597535734
NAPIER MRT STATION,Exit 2,1.3063449793684,103.819506621185
NAPIER MRT STATION,Exit 1,1.30693598792234,103.819483777776
NEWTON MRT STATION,Exit A,1.31259779668808,103.837881325391
NEWTON MRT STATION,Exit B,1.31207546212127,103.838219069361
NEWTON MRT STATION,Exit C,1.31361726914981,103.838242381635
NIBONG LRT STATION,Exit B,1.4119103237023,103.900531554207
NIBONG LRT STATION,Exit A,1.4117727733571,103.900073808053
NICOLL HIGHWAY MRT STATION,Exit B,1.29966075968377,103.864151747702
NICOLL HIGHWAY MRT STATION,Exit A,1.30016968970884,103.863505955243
NOVENA MRT STATION,Exit B,1.31989588603478,103.843339733476
NOVENA MRT STATION,Exit A,1.32109486830236,103.844389333871
OASIS LRT STATION,Exit A,1.40250713144757,103.912646133061
OASIS LRT STATION,Exit B,1.4021037193748,103.912754573795
ONE-NORTH MRT STATION,Exit D,1.30007470288421,103.787784810554
ONE-NORTH MRT STATION,Exit B,1.30035949347946,103.787927806168
ONE-NORTH MRT STATION,Exit A,1.29902749872281,103.786907466321
ONE-NORTH MRT STATION,Exit C,1.29971469760634,103.787565456204
ORCHARD BOULEVARD MRT STATION,Exit 1,1.30362395339039,103.823637898436
ORCHARD BOULEVARD MRT STATION,Exit 2,1.30246332428451,103.82389561212
ORCHARD MRT STATION,Exit 6,1.30364769526593,103.832320915154
ORCHARD MRT STATION,Exit 1,1.30489217813715,103.832524259379
ORCHARD MRT STATION,Exit 2,1.30435439856042,103.832619611515
ORCHARD MRT STATION,Exit 9,1.30366551621641,103.831506861841
ORCHARD MRT STATION,Exit 10,1.30404570543486,103.831126574248
ORCHARD MRT STATION,Exit 5,1.30394471745993,103.832023815157
ORCHARD MRT STATION,Exit 13,1.30229921132352,103.832124829631
ORCHARD MRT STATION,Exit 7,1.30316753447888,103.832171601239
ORCHARD MRT STATION,Exit 8,1.30344571958931,103.83178613556
ORCHARD MRT STATION,Exit 11,1.30421797905404,103.830496723547
ORCHARD MRT STATION,Exit 12,1.30285761474898,103.830663098953
ORCHARD MRT STATION,Exit 3,1.30416113765593,103.832770796508
ORCHARD MRT STATION,Exit 4,1.30456047411925,103.832039800882
OUTRAM PARK MRT STATION,Exit 4,1.28021335386912,103.840386787096
OUTRAM PARK MRT STATION,Exit 2,1.28167534568857,103.838934837217
OUTRAM PARK MRT STATION,Exit 1,1.2816024282435,103.838657701712
OUTRAM PARK MRT STATION,Exit 3,1.28099327615611,103.83978923248
OUTRAM PARK MRT STATION,Exit 5,1.2789469557329,103.839549241441
OUTRAM PARK MRT STATION,Exit 7,1.2810220177189,103.838640195189
OUTRAM PARK MRT STATION,Exit 6,1.27905123851202,103.838537251968
OUTRAM PARK MRT STATION,Exit 8,1.28232163095245,103.838117129674
PASIR PANJANG MRT STATION,Exit A,1.27600323278505,103.79203018692
PASIR RIS MRT STATION,Exit A,1.37284196908053,103.949333426645
PASIR RIS MRT STATION,Exit B,1.37288623635201,103.949136940349
PAYA LEBAR MRT STATION,Exit D,1.31658771946928,103.892077699246
PAYA LEBAR MRT STATION,Exit C,1.31814928543131,103.891721121592
PAYA LEBAR MRT STATION,Exit A,1.31821599215008,103.892788324105
PAYA LEBAR MRT STATION,Exit B,1.31834746689885,103.892217168632
PENDING LRT STATION,Exit A,1.37629711719364,103.771327842297
PETIR LRT STATION,Exit A,1.37760322809516,103.766793014963
PHOENIX LRT STATION,Exit A,1.37861406821397,103.758252475106
PIONEER MRT STATION,Exit A,1.33734462692044,103.697155373411
PIONEER MRT STATION,Exit B,1.33783162800548,103.697129452876
POTONG PASIR MRT STATION,Exit B,1.33114814073399,103.869333239363
POTONG PASIR MRT STATION,Exit C,1.33106671097983,103.868703893188
POTONG PASIR MRT STATION,Exit A,1.33280135224287,103.868966444703
PROMENADE MRT STATION,Exit B,1.29386208787626,103.860136884402
PROMENADE MRT STATION,Exit A,1.29171166099886,103.860673611302
PROMENADE MRT STATION,Exit C,1.29410275636151,103.860236484112
PUNGGOL LRT STATION,Exit D,1.40443833617806,103.901798524363
PUNGGOL LRT STATION,Exit C,1.40430062572978,103.902115639183
PUNGGOL MRT STATION,Exit A,1.40533957622685,103.902305996656
PUNGGOL MRT STATION,Exit B,1.40518624176365,103.902598196988
PUNGGOL POINT LRT STATION,Exit A,1.41691476791429,103.906817792333
PUNGGOL POINT LRT STATION,Exit B,1.41666406794097,103.906693304924
QUEENSTOWN MRT STATION,Exit C,1.2954462560701,103.805584729896
QUEENSTOWN MRT STATION,Exit B,1.29432990890605,103.806311472758
QUEENSTOWN MRT STATION,Exit A,1.29424726215095,103.806182777133
QUEENSTOWN MRT STATION,Exit D,1.29538293052613,103.805492204888
RAFFLES PLACE MRT STATION,Exit F,1.28253857491919,103.850960902093
RAFFLES PLACE MRT STATION,Exit J,1.28262623356678,103.851296033431
